n,Iterative C,Recursive C,Dynamic Programming C,Iterative P,Recursive P,Dynamic Programming P
2600,0.03440,-,0.00383,0.41794,-,0.92065
2601,0.01754,-,0.00355,0.46717,-,1.02090
2602,0.03395,-,0.00376,0.41730,-,0.96829
2603,0.01790,-,0.00331,0.41625,-,0.96816
2604,0.03372,-,0.00307,0.41642,-,1.01873
2605,0.03433,-,0.00359,0.46677,-,0.96937
2606,0.03392,-,0.00383,0.46733,-,0.96910
2607,0.01787,-,0.00348,0.41693,-,0.96912
2608,0.01800,-,0.00297,0.46656,-,0.96904
2609,0.03431,-,0.00338,0.41708,-,0.91885
2610,0.01740,-,0.00297,0.41682,-,0.92114
2611,0.01798,-,0.00342,0.41728,-,0.96930
2612,0.03398,-,0.00407,0.46712,-,0.96854
2613,0.01799,-,0.00334,0.46803,-,0.96982
2614,0.03367,-,0.00312,0.46675,-,0.96890
2615,0.03410,-,0.00340,0.46641,-,0.96725
2616,0.03383,-,0.00397,0.46756,-,1.01910
2617,0.03330,-,0.00350,0.46666,-,1.07034
2618,0.03458,-,0.00376,0.46730,-,1.11937
2619,0.03406,-,0.00380,0.41703,-,0.96839
2620,0.03414,-,0.00363,0.46694,-,1.01865
2621,0.01773,-,0.00318,0.46671,-,0.96874
2622,0.01757,-,0.00337,0.46695,-,1.02014
2623,0.03364,-,0.00388,0.41685,-,0.96843
2624,0.01726,-,0.00347,0.46746,-,1.01859
2625,0.03414,-,0.00342,0.51713,-,0.97055
2626,0.03460,-,0.00352,0.46803,-,0.97015
2627,0.01783,-,0.00326,0.41703,-,0.91927
2628,0.01775,-,0.00372,0.41747,-,1.01906
2629,0.03402,-,0.00328,0.46639,-,0.91938
2630,0.01779,-,0.00346,0.41739,-,0.96963
2631,0.03429,-,0.00397,0.41688,-,0.91770
2632,0.01771,-,0.00366,0.46746,-,0.96845
2633,0.03408,-,0.00366,0.41716,-,0.96883
2634,0.01800,-,0.00348,0.46706,-,1.02007
2635,0.03443,-,0.00370,0.41703,-,1.01974
2636,0.03421,-,0.00314,0.41661,-,0.96899
2637,0.01768,-,0.00399,0.41717,-,0.96919
2638,0.01757,-,0.00324,0.41666,-,0.96987
2639,0.03441,-,0.00332,0.41730,-,1.01918
2640,0.03464,-,0.00363,0.41736,-,0.96929
2641,0.01804,-,0.00289,0.41723,-,1.01929
2642,0.03462,-,0.00337,0.41628,-,0.96807
2643,0.03433,-,0.00396,0.41745,-,1.01992
2644,0.03448,-,0.00380,0.46780,-,0.96932
2645,0.03411,-,0.00414,0.51755,-,0.96866
2646,0.03334,-,0.00359,0.41699,-,0.96864
2647,0.03471,-,0.00390,0.46708,-,0.96822
2648,0.01742,-,0.00363,0.41743,-,0.96950
2649,0.03433,-,0.00369,0.41747,-,0.96884
2650,0.03436,-,0.00394,0.41770,-,0.96986
2651,0.03448,-,0.00346,0.41719,-,1.12029
2652,0.03452,-,0.00369,0.41805,-,1.06937
2653,0.03448,-,0.00350,0.46732,-,0.96913
2654,0.03435,-,0.00363,0.46720,-,1.02007
2655,0.01802,-,0.00336,0.41681,-,1.01962
2656,0.03442,-,0.00353,0.51663,-,1.01866
2657,0.03466,-,0.00361,0.46712,-,0.97005
2658,0.03373,-,0.00324,0.41679,-,1.01904
2659,0.03394,-,0.00365,0.41676,-,0.96851
2660,0.06592,-,0.00347,0.46765,-,0.96960
2661,0.03382,-,0.00351,0.46760,-,1.06942
2662,0.03448,-,0.00359,0.46738,-,1.02031
2663,0.01725,-,0.00284,0.41626,-,0.96906
2664,0.06661,-,0.00385,0.41786,-,1.01911
2665,0.01768,-,0.00418,0.46770,-,0.96871
2666,0.03465,-,0.00366,0.46737,-,0.96885
2667,0.01770,-,0.00405,0.46737,-,1.01830
2668,0.01708,-,0.00368,0.41730,-,1.01841
2669,0.01748,-,0.00285,0.46715,-,1.11970
2670,0.03401,-,0.00329,0.46699,-,0.96938
2671,0.03416,-,0.00344,0.46694,-,1.01924
2672,0.01754,-,0.00374,0.41767,-,0.96877
2673,0.01732,-,0.00298,0.46678,-,1.01812
2674,0.01787,-,0.00306,0.41680,-,1.01871
2675,0.06689,-,0.00387,0.46780,-,1.01920
2676,0.03347,-,0.00334,0.56853,-,0.96867
2677,0.01745,-,0.00298,0.41707,-,1.01859
2678,0.06720,-,0.00359,0.46778,-,1.02041
2679,0.01764,-,0.00315,0.41699,-,1.06900
2680,0.06623,-,0.00413,0.46789,-,1.07036
2681,0.03414,-,0.00328,0.46759,-,1.01886
2682,0.03381,-,0.00365,0.46676,-,1.01962
2683,0.01764,-,0.00326,0.41738,-,1.01898
2684,0.06621,-,0.00394,0.46838,-,1.02135
2685,0.06650,-,0.00365,0.41687,-,1.01817
2686,0.03369,-,0.00291,0.46711,-,1.11994
2687,0.06626,-,0.00411,0.46760,-,0.96915
2688,0.01772,-,0.00363,0.41678,-,1.01973
2689,0.03424,-,0.00359,0.46708,-,1.06944
2690,0.01800,-,0.00340,0.41703,-,1.01965
2691,0.01762,-,0.00310,0.41696,-,0.96937
2692,0.01776,-,0.00363,0.41799,-,1.06941
2693,0.03364,-,0.00386,0.46716,-,1.01837
2694,0.03462,-,0.00359,0.46671,-,1.01901
2695,0.03407,-,0.00357,0.46767,-,1.01890
2696,0.01723,-,0.00331,0.46752,-,1.02382
2697,0.03401,-,0.00384,0.46687,-,1.01879
2698,0.06608,-,0.00405,0.46752,-,1.01935
2699,0.03441,-,0.04158,0.46738,-,1.06805
2700,0.06590,-,0.00343,0.46658,-,1.06951
2701,0.01751,-,0.00330,0.46711,-,1.06922
2702,0.01779,-,0.00373,0.46752,-,1.11955
2703,0.03381,-,0.00329,0.46663,-,1.02034
2704,0.03414,-,0.00336,0.46740,-,0.96935
2705,0.03418,-,0.00334,0.46654,-,1.06863
2706,0.03358,-,0.00343,0.46689,-,1.01902
2707,0.01771,-,0.00343,0.41709,-,1.07045
2708,0.06647,-,0.00332,0.46607,-,1.06784
2709,0.06600,-,0.00318,0.46710,-,1.07024
2710,0.01803,-,0.00341,0.41696,-,1.06997
2711,0.06686,-,0.00389,0.46791,-,0.96983
2712,0.01798,-,0.00352,0.56727,-,1.01792
2713,0.01772,-,0.00291,0.46695,-,1.07003
2714,0.03473,-,0.00386,0.46746,-,1.01990
2715,0.03455,-,0.00375,0.51960,-,1.07020
2716,0.03394,-,0.00322,0.51632,-,1.06993
2717,0.03438,-,0.00336,0.46672,-,1.06928
2718,0.03446,-,0.00381,0.46774,-,1.06868
2719,0.03416,-,0.00372,0.46730,-,1.16904
2720,0.03380,-,0.00409,0.46719,-,1.07087
2721,0.01749,-,0.00303,0.46726,-,1.06868
2722,0.03359,-,0.00290,0.46626,-,1.06826
2723,0.03426,-,0.00353,0.51709,-,1.01849
2724,0.03351,-,0.00314,0.46677,-,1.01826
2725,0.06613,-,0.00367,0.46683,-,1.06853
2726,0.01727,-,0.00277,0.46701,-,1.11933
2727,0.03420,-,0.00432,0.46721,-,1.06972
2728,0.03315,-,0.00256,0.46550,-,1.01761
2729,0.03434,-,0.00357,0.51704,-,1.06871
2730,0.06634,-,0.00376,0.51716,-,1.01920
2731,0.06642,-,0.00333,0.46745,-,1.02011
2732,0.03428,-,0.00393,0.51702,-,1.06898
2733,0.03370,-,0.00349,0.46799,-,1.01913
2734,0.03429,-,0.00415,0.51721,-,1.06928
2735,0.03400,-,0.00383,0.46718,-,1.01870
2736,0.06656,-,0.00350,0.46733,-,1.01855
2737,0.06648,-,0.00395,0.46755,-,1.06931
2738,0.03369,-,0.00388,0.46836,-,1.12018
2739,0.06679,-,0.00386,0.46703,-,1.07089
2740,0.01784,-,0.00373,0.46795,-,1.16977
2741,0.06599,-,0.00296,0.46643,-,1.06932
2742,0.03406,-,0.00344,0.51737,-,1.07037
2743,0.01767,-,0.00340,0.46645,-,1.06883
2744,0.01781,-,0.00328,0.46671,-,1.06959
2745,0.03477,-,0.00330,0.51784,-,1.06862
2746,0.03455,-,0.00417,0.51799,-,1.06887
2747,0.01798,-,0.00345,0.46684,-,1.06902
2748,0.03415,-,0.00341,0.51734,-,1.06856
2749,0.03454,-,0.00380,0.46705,-,1.11868
2750,0.01690,-,0.00330,0.51733,-,1.07029
2751,0.06664,-,0.00358,0.46702,-,1.06964
2752,0.03442,-,0.00345,0.51740,-,1.06847
2753,0.01709,-,0.00261,0.46578,-,1.11881
2754,0.03432,-,0.00354,0.51693,-,1.06939
2755,0.03350,-,0.00338,0.46610,-,1.06932
2756,0.03397,-,0.00370,0.46683,-,1.06998
2757,0.01743,-,0.00315,0.46717,-,1.06992
2758,0.06678,-,0.00358,0.46777,-,1.06897
2759,0.03416,-,0.00345,0.46698,-,1.12021
2760,0.03418,-,0.00374,0.46778,-,1.06942
2761,0.01784,-,0.00340,0.46690,-,1.06997
2762,0.01740,-,0.00281,0.46699,-,1.06854
2763,0.03330,-,0.00274,0.46578,-,1.06944
2764,0.01751,-,0.00324,0.46650,-,1.07006
2765,0.06609,-,0.00374,0.51763,-,1.12025
2766,0.03442,-,0.00359,0.46757,-,1.11982
2767,0.06639,-,0.00391,0.51770,-,1.06917
2768,0.06661,-,0.00410,0.51785,-,1.12000
2769,0.03384,-,0.00325,0.51811,-,1.12065
2770,0.03486,-,0.00389,0.51746,-,1.11871
2771,0.06633,-,0.00401,0.46741,-,1.11904
2772,0.03406,-,0.00415,0.51805,-,1.06994
2773,0.03422,-,0.00343,0.46734,-,1.06970
2774,0.01776,-,0.00292,0.46753,-,1.06814
2775,0.03441,-,0.00379,0.51837,-,1.11977
2776,0.03382,-,0.00338,0.46718,-,1.12022
2777,0.03334,-,0.00267,0.46681,-,1.12006
2778,0.06618,-,0.00388,0.51749,-,1.06909
2779,0.01785,-,0.00345,0.46684,-,1.12012
2780,0.06673,-,0.00379,0.51756,-,1.06968
2781,0.03341,-,0.00294,0.46676,-,1.01753
2782,0.03313,-,0.00265,0.46577,-,1.11923
2783,0.06617,-,0.00392,0.46670,-,1.11885
2784,0.06610,-,0.00321,0.51758,-,1.06834
2785,0.06634,-,0.00397,0.51801,-,1.06880
2786,0.01745,-,0.00338,0.46680,-,1.06906
2787,0.01724,-,0.00304,0.46663,-,1.06863
2788,0.03422,-,0.00338,0.46728,-,1.11916
2789,0.03399,-,0.00329,0.46679,-,1.12047
2790,0.03432,-,0.00381,0.46847,-,1.11942
2791,0.03393,-,0.00333,0.51707,-,1.06816
2792,0.03342,-,0.00345,0.46607,-,1.11985
2793,0.01772,-,0.00314,0.51766,-,1.16944
2794,0.03425,-,0.00365,0.51737,-,1.06993
2795,0.03405,-,0.00329,0.46713,-,1.11943
2796,0.03391,-,0.00361,0.51749,-,1.06791
2797,0.06661,-,0.00384,0.51674,-,1.06924
2798,0.03399,-,0.00372,0.51671,-,1.11807
2799,0.03451,-,0.00389,0.56747,-,1.11831
2800,0.06655,-,0.00336,0.51694,-,1.16899
2801,0.03455,-,0.00363,0.46772,-,1.12052
2802,0.06630,-,0.00434,0.51795,-,1.11900
2803,0.03452,-,0.00379,0.46743,-,1.11946
2804,0.03406,-,0.00367,0.51698,-,1.16954
2805,0.03353,-,0.00305,0.51674,-,1.11799
2806,0.06571,-,0.00368,0.46812,-,1.11925
2807,0.06644,-,0.00401,0.51797,-,1.11865
2808,0.06669,-,0.00365,0.51951,-,1.06908
2809,0.01789,-,0.00383,0.51713,-,1.11887
2810,0.06685,-,0.00375,0.46724,-,1.12113
2811,0.06653,-,0.00345,0.56751,-,1.16851
2812,0.06606,-,0.00353,0.51719,-,1.11966
2813,0.01848,-,0.00380,0.51757,-,1.11969
2814,0.03388,-,0.00330,0.46643,-,1.11848
2815,0.03391,-,0.00326,0.56691,-,1.12029
2816,0.03413,-,0.00336,0.56808,-,1.11808
2817,0.01760,-,0.00346,0.46653,-,1.16950
2818,0.01773,-,0.00295,0.46665,-,1.11869
2819,0.03377,-,0.00296,0.51852,-,1.16958
2820,0.06629,-,0.00325,0.46639,-,1.11921
2821,0.03379,-,0.00404,0.51716,-,1.11933
2822,0.06569,-,0.00393,0.51804,-,1.11976
2823,0.01767,-,0.00329,0.51667,-,1.11807
2824,0.06686,-,0.00337,0.51725,-,1.11893
2825,0.06643,-,0.00317,0.51669,-,1.16891
2826,0.01717,-,0.00267,0.56680,-,1.11882
2827,0.03420,-,0.00361,0.51776,-,1.11977
2828,0.03451,-,0.00385,0.46760,-,1.16980
2829,0.01757,-,0.00372,0.51730,-,1.16853
2830,0.03411,-,0.00373,0.51721,-,1.17045
2831,0.01767,-,0.00384,0.46739,-,1.17216
2832,0.06620,-,0.00338,0.51732,-,1.12012
2833,0.03437,-,0.00358,0.46747,-,1.11905
2834,0.06658,-,0.00381,0.51795,-,1.16950
2835,0.03349,-,0.00353,0.46627,-,1.11881
2836,0.06564,-,0.00314,0.46724,-,1.16933
2837,0.01782,-,0.00369,0.51748,-,1.16937
2838,0.01748,-,0.00348,0.46608,-,1.11793
2839,0.03441,-,0.00376,0.46723,-,1.06961
2840,0.01778,-,0.00375,0.46727,-,1.26998
2841,0.06654,-,0.00394,0.51746,-,1.12005
2842,0.06641,-,0.00392,0.51880,-,1.16939
2843,0.03387,-,0.00369,0.51723,-,1.16926
2844,0.01772,-,0.00336,0.46686,-,1.11906
2845,0.01717,-,0.00320,0.56718,-,1.17071
2846,0.06671,-,0.00337,0.51692,-,1.11970
2847,0.01774,-,0.00365,0.51760,-,1.17080
2848,0.03429,-,0.00356,0.51743,-,1.11967
2849,0.06609,-,0.00326,0.51609,-,1.11796
2850,0.06625,-,0.00369,0.46738,-,1.11984
2851,0.06585,-,0.00404,0.51676,-,1.16827
2852,0.06685,-,0.00390,0.51807,-,1.16910
2853,0.03451,-,0.00361,0.46730,-,1.16904
2854,0.03409,-,0.00371,0.56840,-,1.16960
2855,0.01774,-,0.00330,0.51765,-,1.16864
2856,0.01742,-,0.00348,0.51801,-,1.12010
2857,0.03432,-,0.00369,0.51668,-,1.11816
2858,0.06661,-,0.00384,0.56756,-,1.16754
2859,0.01703,-,0.00356,0.51745,-,1.12043
2860,0.01765,-,0.00299,0.51695,-,1.17052
2861,0.03457,-,0.00350,0.51728,-,1.17001
2862,0.03423,-,0.00340,0.46711,-,1.16934
2863,0.03363,-,0.00294,0.51632,-,1.16800
2864,0.06643,-,0.00351,0.46667,-,1.16947
2865,0.06660,-,0.00370,0.51809,-,1.17073
2866,0.06643,-,0.00386,0.56710,-,1.16830
2867,0.03360,-,0.00312,0.51650,-,1.16831
2868,0.06669,-,0.00334,0.51734,-,1.16884
2869,0.03459,-,0.00387,0.51722,-,1.16945
2870,0.01719,-,0.00255,0.46644,-,1.16849
2871,0.06670,-,0.00395,0.51760,-,1.16795
2872,0.06668,-,0.00353,0.51672,-,1.26874
2873,0.03366,-,0.00388,0.46671,-,1.16863
2874,0.06600,-,0.00361,0.51649,-,1.21876
2875,0.06637,-,0.00403,0.51732,-,1.27057
2876,0.03409,-,0.00334,0.56724,-,1.16950
2877,0.06653,-,0.00392,0.56867,-,1.16900
2878,0.01788,-,0.00340,0.51692,-,1.16886
2879,0.03446,-,0.00374,0.51638,-,1.16796
2880,0.06689,-,0.00409,0.51729,-,1.16804
2881,0.01763,-,0.00307,0.51624,-,1.21877
2882,0.01749,-,0.00374,0.56772,-,1.21945
2883,0.06679,-,0.00345,0.51728,-,1.21996
2884,0.03402,-,0.00320,0.51782,-,1.11953
2885,0.03429,-,0.00354,0.51738,-,1.16881
2886,0.06650,-,0.00407,0.51758,-,1.22037
2887,0.06573,-,0.00326,0.51681,-,1.21948
2888,0.03379,-,0.00390,0.51770,-,1.21989
2889,0.06613,-,0.00364,0.51733,-,1.32014
2890,0.03422,-,0.00383,0.56749,-,1.16795
2891,0.01756,-,0.00296,0.46652,-,1.16977
2892,0.03407,-,0.00350,0.51752,-,1.27227
2893,0.03470,-,0.00385,0.51724,-,1.16977
2894,0.01793,-,0.00340,0.46719,-,1.22043
2895,0.01763,-,0.00304,0.56717,-,1.17163
2896,0.01736,-,0.00311,0.56768,-,1.21949
2897,0.06607,-,0.00343,0.51727,-,1.22145
2898,0.06646,-,0.00380,0.51707,-,1.16920
2899,0.06615,-,0.00354,0.56754,-,1.21977
2900,0.03377,-,0.00383,0.51727,-,1.22028
2901,0.03348,-,0.00331,0.51704,-,1.16991
2902,0.01768,-,0.00358,0.51736,-,1.21909
2903,0.03345,-,0.00328,0.56797,-,1.22021
2904,0.01808,-,0.00405,0.51744,-,1.16923
2905,0.06638,-,0.00371,0.51665,-,1.16929
2906,0.03433,-,0.00376,0.51716,-,1.27042
2907,0.06625,-,0.00316,0.56663,-,1.21813
2908,0.06642,-,0.00400,0.51784,-,1.27104
2909,0.01750,-,0.00391,0.51697,-,1.26875
2910,0.06595,-,0.00290,0.51666,-,1.21935
2911,0.06696,-,0.00368,0.56849,-,1.16915
2912,0.01712,-,0.00257,0.51607,-,1.22002
2913,0.01810,-,0.00340,0.56790,-,1.21921
2914,0.01705,-,0.00351,0.56703,-,1.21904
2915,0.01836,-,0.00372,0.51715,-,1.22004
2916,0.06626,-,0.00408,0.61773,-,1.12061
2917,0.06665,-,0.00387,0.51797,-,1.21969
2918,0.06686,-,0.00370,0.56799,-,1.32055
2919,0.06665,-,0.00419,0.56771,-,1.22153
2920,0.06657,-,0.00388,0.56819,-,1.17086
2921,0.01788,-,0.00316,0.56870,-,1.26980
2922,0.03387,-,0.00342,0.51705,-,1.16939
2923,0.06585,-,0.00282,0.51643,-,1.21925
2924,0.06629,-,0.00317,0.51671,-,1.21917
2925,0.03333,-,0.00272,0.51629,-,1.37009
2926,0.01743,-,0.00296,0.56735,-,1.21850
2927,0.06666,-,0.00403,0.56713,-,1.26885
2928,0.03329,-,0.00339,0.51723,-,1.21906
2929,0.03435,-,0.00365,0.51740,-,1.22027
2930,0.03417,-,0.00350,0.56784,-,1.17042
2931,0.06687,-,0.00379,0.51683,-,1.22018
2932,0.06638,-,0.00349,0.51753,-,1.17016
2933,0.06665,-,0.00409,0.56801,-,1.22107
2934,0.03411,-,0.00356,0.51718,-,1.26972
2935,0.06613,-,0.00337,0.51779,-,1.22011
2936,0.03437,-,0.00355,0.51746,-,1.21917
2937,0.03424,-,0.00310,0.51710,-,1.26926
2938,0.06614,-,0.00401,0.51724,-,1.27106
2939,0.01766,-,0.00322,0.51697,-,1.21819
2940,0.06614,-,0.00349,0.56756,-,1.21885
2941,0.03436,-,0.00371,0.56661,-,1.22007
2942,0.06640,-,0.00362,0.51723,-,1.21960
2943,0.03449,-,0.00373,0.51769,-,1.17002
2944,0.06605,-,0.00389,0.51749,-,1.22042
2945,0.06582,-,0.00304,0.56780,-,1.21984
2946,0.06653,-,0.00341,0.51704,-,1.26907
2947,0.06649,-,0.00381,0.56795,-,1.22035
2948,0.06601,-,0.00332,0.56715,-,1.22125
2949,0.06623,-,0.00403,0.51840,-,1.21919
2950,0.03455,-,0.00436,0.51785,-,1.21926
2951,0.06683,-,0.00310,0.51670,-,1.21897
2952,0.03452,-,0.00339,0.56847,-,1.22079
2953,0.06610,-,0.00371,0.51744,-,1.21937
2954,0.06626,-,0.00323,0.51697,-,1.22034
2955,0.01776,-,0.00354,0.56761,-,1.22053
2956,0.06625,-,0.00315,0.56694,-,1.26900
2957,0.03397,-,0.00334,0.51583,-,1.26789
2958,0.06657,-,0.00336,0.51750,-,1.27008
2959,0.03341,-,0.00331,0.51698,-,1.21954
2960,0.06682,-,0.00378,0.56798,-,1.22029
2961,0.06627,-,0.00384,0.61776,-,1.21952
2962,0.06576,-,0.00343,0.56742,-,1.16884
2963,0.06599,-,0.00320,0.56624,-,1.26787
2964,0.01748,-,0.00297,0.61619,-,1.31963
2965,0.06688,-,0.00390,0.56748,-,1.27061
2966,0.06640,-,0.00383,0.56770,-,1.21948
2967,0.06667,-,0.00325,0.51733,-,1.22024
2968,0.06646,-,0.00339,0.51696,-,1.27144
2969,0.01843,-,0.00384,0.51755,-,1.31998
2970,0.06644,-,0.00397,0.56746,-,1.21930
2971,0.06662,-,0.00339,0.56742,-,1.22014
2972,0.03449,-,0.00343,0.56777,-,1.26854
2973,0.03363,-,0.00304,0.51771,-,1.22002
2974,0.06670,-,0.00355,0.51693,-,1.21867
2975,0.03375,-,0.00294,0.51726,-,1.32092
2976,0.01758,-,0.00375,0.51657,-,1.32014
2977,0.06636,-,0.00370,0.51834,-,1.26919
2978,0.03357,-,0.00310,0.56678,-,1.21945
2979,0.06655,-,0.00346,0.56783,-,1.26923
2980,0.06655,-,0.00386,0.51792,-,1.27107
2981,0.01794,-,0.00290,0.51759,-,1.27001
2982,0.06579,-,0.00280,0.51718,-,1.27051
2983,0.03456,-,0.00329,0.51740,-,1.21974
2984,0.03352,-,0.00328,0.56778,-,1.26983
2985,0.01802,-,0.00342,0.51753,-,1.26933
2986,0.03344,-,0.00301,0.51700,-,1.21886
2987,0.06599,-,0.00374,0.56782,-,1.26989
2988,0.03341,-,0.00321,0.56759,-,1.27039
2989,0.06600,-,0.00321,0.51655,-,1.31897
2990,0.06559,-,0.00384,0.56798,-,1.27134
2991,0.03401,-,0.00340,0.56783,-,1.27128
2992,0.03372,-,0.00346,0.51698,-,1.27119
2993,0.03355,-,0.00383,0.56803,-,1.22095
2994,0.06657,-,0.00359,0.56757,-,1.22081
2995,0.03419,-,0.00364,0.51762,-,1.27023
2996,0.01799,-,0.00328,0.51744,-,1.26988
2997,0.01814,-,0.00352,0.51738,-,1.31971
2998,0.03316,-,0.00316,0.56746,-,1.26944
2999,0.03361,-,0.00319,0.56613,-,1.26793
3000,0.03309,-,0.00257,0.56616,-,1.26831
3001,0.03360,-,0.00323,0.56593,-,1.31832
3002,0.06529,-,0.00269,0.51570,-,1.26826
3003,0.03347,-,0.00347,0.56760,-,1.27102
3004,0.03365,-,0.00350,0.51716,-,1.36938
3005,0.06669,-,0.00361,0.51679,-,1.26987
3006,0.06717,-,0.00374,0.56800,-,1.27182
3007,0.03390,-,0.00394,0.51768,-,1.27085
3008,0.06653,-,0.00396,0.56762,-,1.31991
3009,0.06684,-,0.00357,0.51728,-,1.26986
3010,0.03383,-,0.00349,0.56746,-,1.27113
3011,0.06659,-,0.00351,0.56835,-,1.22106
3012,0.01787,-,0.00328,0.51728,-,1.22057
3013,0.06646,-,0.00352,0.56783,-,1.22102
3014,0.03423,-,0.00334,0.51718,-,1.21971
3015,0.06629,-,0.00418,0.56890,-,1.32274
3016,0.06615,-,0.00331,0.56804,-,1.32153
3017,0.06656,-,0.00318,0.56665,-,1.31811
3018,0.06655,-,0.00362,0.51793,-,1.22069
3019,0.03422,-,0.00342,0.51777,-,1.22199
3020,0.01794,-,0.00350,0.51794,-,1.32026
3021,0.03410,-,0.00330,0.56683,-,1.26813
3022,0.03342,-,0.00376,0.56750,-,1.32156
3023,0.03358,-,0.00340,0.56756,-,1.26887
3024,0.06635,-,0.00402,0.51806,-,1.27050
3025,0.03456,-,0.00413,0.61855,-,1.27109
3026,0.03374,-,0.00359,0.61719,-,1.36875
3027,0.03415,-,0.00361,0.56735,-,1.31874
3028,0.03429,-,0.00366,0.56804,-,1.42172
3029,0.06653,-,0.00374,0.61706,-,1.31920
3030,0.06588,-,0.00345,0.56744,-,1.31970
3031,0.01745,-,0.00305,0.56742,-,1.32009
3032,0.06698,-,0.00350,0.56743,-,1.31908
3033,0.03340,-,0.00339,0.56739,-,1.31978
3034,0.06693,-,0.00384,0.56744,-,1.31865
3035,0.06627,-,0.00338,0.56763,-,1.27049
3036,0.01798,-,0.00351,0.61837,-,1.27058
3037,0.06618,-,0.00339,0.61832,-,1.32064
3038,0.06651,-,0.00412,0.56747,-,1.37057
3039,0.03364,-,0.00295,0.56647,-,1.42082
3040,0.03354,-,0.00324,0.56731,-,1.27080
3041,0.03408,-,0.00318,0.61893,-,1.32057
3042,0.06742,-,0.00426,0.56791,-,1.31932
3043,0.03367,-,0.00360,0.56642,-,1.32034
3044,0.03331,-,0.00291,0.56638,-,1.26863
3045,0.06651,-,0.00376,0.56807,-,1.31974
3046,0.01800,-,0.00392,0.51789,-,1.32088
3047,0.03444,-,0.00359,0.56824,-,1.31948
3048,0.06677,-,0.00398,0.61833,-,1.32007
3049,0.01762,-,0.00309,0.56708,-,1.37025
3050,0.06683,-,0.00390,0.56812,-,1.37081
3051,0.06661,-,0.00393,0.61839,-,1.37087
3052,0.03409,-,0.00368,0.56807,-,1.37155
3053,0.03451,-,0.00356,0.56780,-,1.32030
3054,0.03487,-,0.00357,0.61901,-,1.32117
3055,0.01766,-,0.00358,0.56782,-,1.31980
3056,0.06655,-,0.00339,0.56794,-,1.32051
3057,0.06609,-,0.00399,0.61836,-,1.27112
3058,0.06604,-,0.00359,0.56832,-,1.27094
3059,0.06628,-,0.00425,0.56696,-,1.31927
3060,0.06650,-,0.00407,0.56816,-,1.37017
3061,0.03360,-,0.00385,0.56763,-,1.31973
3062,0.06673,-,0.00363,0.56768,-,1.27057
3063,0.01791,-,0.00338,0.56762,-,1.31967
3064,0.06619,-,0.00404,0.56730,-,1.31827
3065,0.03380,-,0.00348,0.56691,-,1.31950
3066,0.03324,-,0.00383,0.56737,-,1.37126
3067,0.06594,-,0.00370,0.56772,-,1.32071
3068,0.03415,-,0.00338,0.56741,-,1.31970
3069,0.06642,-,0.00346,0.56725,-,1.31998
3070,0.06673,-,0.00399,0.56804,-,1.31942
3071,0.03359,-,0.00353,0.56703,-,1.36942
3072,0.03341,-,0.00281,0.56752,-,1.31938
3073,0.03403,-,0.00320,0.56737,-,1.31896
3074,0.06684,-,0.00392,0.56734,-,1.36926
3075,0.06643,-,0.00353,0.61695,-,1.31933
3076,0.03374,-,0.00342,0.61820,-,1.32046
3077,0.03447,-,0.00359,0.56727,-,1.32169
3078,0.06653,-,0.00376,0.56756,-,1.26985
3079,0.01799,-,0.00326,0.56773,-,1.42183
3080,0.01763,-,0.00300,0.56717,-,1.27080
3081,0.01782,-,0.00341,0.56777,-,1.36931
3082,0.06679,-,0.00404,0.61866,-,1.31888
3083,0.06583,-,0.00342,0.56685,-,1.41840
3084,0.03351,-,0.00304,0.61694,-,1.36928
3085,0.03364,-,0.00285,0.56635,-,1.36958
3086,0.06648,-,0.00345,0.56675,-,1.31870
3087,0.06631,-,0.00336,0.61780,-,1.36980
3088,0.03361,-,0.00367,0.56712,-,1.36985
3089,0.03380,-,0.00371,0.56716,-,1.36909
3090,0.06594,-,0.00349,0.56719,-,1.37143
3091,0.06638,-,0.00347,0.56734,-,1.36956
3092,0.03411,-,0.00363,0.61740,-,1.36993
3093,0.06669,-,0.00326,0.61770,-,1.36866
3094,0.06653,-,0.00301,0.56654,-,1.37143
3095,0.03371,-,0.00382,0.56614,-,1.31772
3096,0.06612,-,0.00364,0.56789,-,1.37060
3097,0.06651,-,0.00334,0.56699,-,1.37065
3098,0.06583,-,0.00333,0.56775,-,1.37057
3099,0.06644,-,0.00368,0.61745,-,1.32028
3100,0.03410,-,0.00375,0.61792,-,1.32063
3101,0.06654,-,0.00376,0.56791,-,1.32103
3102,0.06637,-,0.00363,0.61781,-,1.37108
3103,0.03401,-,0.00300,0.56731,-,1.37196
3104,0.06682,-,0.00390,0.56895,-,1.37144
3105,0.03316,-,0.00304,0.56702,-,1.42036
3106,0.03393,-,0.00326,0.56738,-,1.37081
3107,0.06639,-,0.00368,0.71769,-,1.32090
3108,0.03462,-,0.00344,0.56800,-,1.31988
3109,0.03406,-,0.00401,0.56698,-,1.41946
3110,0.06647,-,0.00373,0.56769,-,1.37046
3111,0.06623,-,0.00325,0.56646,-,1.36972
3112,0.06703,-,0.00374,0.61741,-,1.37133
3113,0.06613,-,0.00371,0.56766,-,1.32064
3114,0.03358,-,0.00291,0.56725,-,1.37054
3115,0.03363,-,0.00358,0.61758,-,1.37030
